Row,SA_meanCT,RR_meanCT,RVNS_meanCT,SD_meanCT
98.7..6..5...8......7..6...4......3...8.7.5.......4..2.3.1.......5.9.8......52..1,2.3770261,2.2461969,2.6769165,2.6747122
........1.....1.2..13.4.5......6.....56..34...7.45...8.356..1...4..3..9.7.......3,2.6167973,2.2555487,3.3184254,2.9401581
..............1..2..3.4.56...7.......4.....8.6...5.47..7..3.6..3.6..5.2.5..8....9,2.2688364,2.1319541,2.8456798,2.6897895
98.7..6..75.....8...6......4...3.2...1...9.....56...7...89...5.....4.3.......1..9,2.5789335,2.3489852,3.0485646,2.8300984
98.7..6..7...9.....5.6..7..4.58......7..6..8......74...4.5..8....3..2..4........1,2.3281174,2.3214481,2.3457882,2.6168907
........1.....2..3..4.5.67.....6.8....6....17.857.9.....7..3....5..8.7..4..9...2.,2.4435744,2.2635625,2.8381838,3.0233043
98.7..6....5.6..7......4...8...7.5...3...9..2...6...1.6...4.....28.....3..18...5.,2.4553399,2.0813514,2.8746738,2.8262218
98.7..6..7..5...9...4.9...74..3......9..7.5.4..2....1.2...8...9...1...6......53..,2.2519778,2.2289668,2.5627831,2.8081383
1...2.3....23....4.5...6.7..2..8.9..4..9....3..9....1.2..5..8....6..7....4..3...7,2.3789176,2.267682,3.3006138,2.7187326
9..8..7...8..7..6...7..5..43...4.....2...1.....92..1..1...3...6.9.7..2.......8.5.,2.6521926,2.4057253,2.9822001,3.069161
98.76.5..5..4.......3..5.9.3....6.8..9...7..2..6.4....1...5.8.7.3...8.1.......2..,2.2347382,2.1486319,2.430637,2.7670417
........1.....2.3...4.5.6.....7...2..48.....35...4.8....6.9..1..8..6.9..9.5..7..6,2.381599,2.2341397,2.6689428,2.9397
98.7..6..7..5.......4.9..7.4...7..8..9.3.......2.1.5...4..8..2....1....6.....31..,2.3292733,2.2164838,2.6012065,3.0487585
98.7..6...5..6..9...6......4..6....3..8.574.....4.2.8..1...3.4...9.7.8.....1....2,2.3481904,2.0662069,2.6431562,2.9601567
.....1..2....3..4...56..7....8.....1.5.7..6..6...4.....79....2..8...3.975..9..8..,2.4319482,2.1662644,2.7078199,2.9660329
98.7.......6.5.4.......9...7...3..6..4.2..3....3..5..2.3...6..1..7.2.6.....1...8.,2.2900496,2.1884355,2.3487686,2.3133542
...........1..2..3.4..5.16............6.7.53.5..3.6..8..79......64......1...6.74.,2.3112601,2.2539024,2.9306461,2.8652059
98.7..6....5.9..7......4...6...3.7...2...9..1...4...9.3...4.8...1...8..2..89...5.,2.3269998,2.3358475,3.1902702,4.2184779
98.76....75....8....6......5....4.3..4.2....1..9.7.....9.1...48..5.8.7.....3....2,2.2765732,2.2534544,2.9573653,2.9732917
98.7..6..75..6......6..9...4......5..7.9.3..4..8.5.9...2......1..7.9.8.....1.2.3.,2.2296334,2.2230817,2.6358692,2.5155612
98.7..6....5.6..4......5..93...7.....9.....3...7..68...2..1..7...9..75.....2....1,2.2203666,2.1692298,2.8277087,3.1121533
98.76.5..7...5..9......98..86...7.5...4...7........3.84....6.8..1.2....4....1.2..,2.2156895,2.1847336,2.3762409,2.7100225
98.76.5..75..9..6...6......4.......2..842..5..3....4....768..9.....7.1.......2..7,2.2777623,2.3260411,2.8421568,2.5680126
98.7..6..5...4......4..8.3..5...32....14...8.........6.2...1.....8.7..1....8..9..,2.4914164,2.3699409,2.9304179,3.273214
.....1..2..2....3..4..5.6.7...8....1.5..6.7..8.4..3.....5.9.....9...6.7.4..7..9..,2.4610703,2.2960825,2.8441252,2.7873088
........1.....2.3...4.5.6.....1.......6..7.2..8..9.4...48....73.95.....66...8.5..,2.5636558,2.3818807,3.2899522,3.0658038
........1..1..2.3..4.15.6.....3....7.5..6.8..7....9.2...4...9...9...6..88.5.9....,2.4816051,2.2162305,2.9415107,2.7113591
........1..1..2.3..4..5.6.......7....8..9.5..7..3...92.6...9...4...8..6.5.8...9..,2.5748012,2.2304171,2.9870478,2.7697635
98.7..6....5.9.........4.9.8.6...3...2...3..6...6...274....1....3.8..2....8.5...1,2.2413579,1.9770839,2.9229142,3.1164369
98.7..6..7.5....9..46...7..5...3..7...86..........2..1..94..8......5...2.....1.3.,2.340023,1.9992505,2.7364115,2.6178817
98.76.5..4....59....7....6.8..34..95...85.3.......9.4.3....84...2..........5....1,2.356098,2.2219652,2.1517922,2.7121674
98.76....5.....87...7.....6.4.3.......8.9..6......21....5.8..9....4..3.......1..2,2.3622781,2.1040359,2.8276345,3.5275285
........1.....2.34..3...56...5..64...7..1.3..8..9.......6..4.2..1.8.....9...7....,2.7876306,2.5063306,2.8094243,2.6303012
........1.....2.34..3...25...2..46...1..5....7..8....9..4..6.9..5..1....8..7.....,2.6022911,2.3980763,3.336161,3.180637
........1.....2.34..5.4.67...4..73...8..1....9..6.......7..3.2..6.9.....1...8....,2.5813125,2.3599429,2.9136983,3.0683955
..............1.23..2...145..4..52...6..7....8..9.......5...3...4..6...979.8.....,2.6874629,2.3498372,3.0326923,3.0604587
........1..2..3.4..4..5.6....5.6...4..63.75...7........5..3.4...6..7.38.9..8.....,2.3007367,2.1601451,2.782296,2.4129489
98.7..6....5.9..4......3..98.......2.7..3..5...16..4..2....1....4..8.1....83...7.,2.3998063,2.2438249,2.5543669,3.1746294
.......12.....3..4..4.2.5....1.4...6.7...8...9..3.......6....2..8.9..6..3....7..5,2.7325637,2.375832,3.1100569,2.8383577
98.7..6....5.9..4......3..97.65.....5.8...2...2........5.8..7......4..31.....1...,2.482047,2.2418009,3.6881262,3.0229423
98.7..6..75.4..3....2......5...648...6..87.5....5.....3......9..7.8..43......3..1,2.2288623,2.0479015,2.2239606,2.5626
98.7..6..7......8..54.6......84..9......3...2.....5.1...76..4......2...8.....1.3.,2.4528163,2.1624685,2.7731572,3.2205048
98.7.....6...9.5....4..6.9.3...2..4..4.5....2..2..91...7.8....3....3.4.......5.1.,2.4121598,2.3894014,3.0456932,3.2621531
........1.....2.3...2.145....6..7....2..654..4..2....8.517...9..6.......2...561..,2.2438558,2.1498077,2.439125,2.3149645
98.76....7...5.8....5....6.4......3...859.4.......2..1..792.6.....6...42.........,2.2731896,2.2413955,2.6061834,2.9132916
98.7..6..5......4...3.8..7.6...782...2...9.8....2....4.9.8..4......13........7.51,2.1380478,2.1191414,2.5570064,2.1818516
98.7..6..7......8...5.98..75...79..4.9.........43.2.6..5..84..6...2..4.........1.,2.0939954,2.2696736,2.4703743,2.5646825
98.76.5..4....8.9.........73...4...9.2...34.1...8...3.2....9.1..5.2.......6......,2.4195954,2.1638403,2.3317235,2.5641646
........1..2..3....4..5.26......1..3..7.6..2.8..9..5....6.2.7...7.8...4.9........,2.533777,2.3708054,2.8994636,2.6725882
98.7..6..75..4..8...3..9...8...9.7.....2...5......3..16.........7..5.4.....1.7.2.,2.29925,2.1885195,2.83998,2.9678443
98.7..6....7.5..9......6...4....9..3.2..7.9....92...1.3.......4..51...7.....2.5..,2.4545123,2.3606276,3.0899739,3.3359121
98.7..6..75.....8...6......4...3...6..95...7......21..2.......3..79...6.....41...,2.2331258,2.2184543,3.0419626,3.027823
98.76.5..7...4.9...5...3.7.8..6....5....8..69.....48..4...5.6...2......1..7......,2.2648409,2.1011066,2.7772174,3.120135
98.7..6..7..95.4...35......6...7..4..29...7.....2....62..4..9.......1..........84,2.3449823,2.1287336,3.07932,2.4190425
98.7..6..7..9..8......85.9.49.3..2...7..4..8...1.....42....3....6...73.....6...2.,2.3048732,2.1512221,2.7931935,2.3624193
..............1.23..2...415...56...7..5..43...8.9.......3..52..6..7.....9...8....,2.5663132,2.290234,2.6666727,2.8383166
........1..2..3....4..5..26.....61.5.6.5.....7...2..68..6.8..47.7.9.....48.......,2.2524608,2.1251231,2.532003,2.8625699
98.7..6..7.5....9.....9...847.8...6...3..78......2.4.72...3.....5...1....4.9....6,2.0908763,2.1382594,2.2136954,2.7675674
98.7..6..5...8..4...3..58..2....953..3......1....7.....9...83....21....6........4,2.2239932,2.1864246,2.625931,2.778595
98.7..6..75.....8...6......4.95...7..3....5....59...63..869..5.....2.........41.6,2.3566776,2.2451706,2.7194881,2.9227568
........1..2..3.4..1..567....6..4.8..4....2..5..7.......9.4...8.6.23..9.3....9...,2.3828289,2.2058904,2.3250329,2.619892
98.76....7...5.8....5..4.7.36......2..7..5.1....32....1....94.5..9...1.7.......9.,2.1188878,2.1635393,2.9941758,2.4683758
98.76.5..5..4..3....2....6.8..5..9...1...8.5......7..83....4.95...9...73......4..,2.1745098,2.1016924,2.38157,2.7619161
98.7..6..7..5..9....4.9..7.4...3..8...8..2.....31......4..7..9....2....6.....5..1,2.2938996,2.1571149,2.8821227,2.4699121
........1..1..2.3..4..5.6.......67...7.5.4...8.6.7...4...9......6..4.8..3......92,2.2284539,2.1678172,3.0286472,2.8633989
........1..1..2.3..4..5.6........7...7.5.6..84.8.7......4.....9.5..6.8..9..3...2.,2.4525923,2.3506821,2.9382928,2.9885956
98.7..6..7...8..5...4......6..8....3.2..6.8.......1...2...7.9...9...3..1..5....4.,2.4049897,2.1530161,3.5374869,2.6361948
........1..2..3.4..5.16..........7....4..8.9.6..57.........2..8..83....924..8..3.,2.2409237,2.1188358,3.0433771,2.4307605
98.7..6....7.6..5......9...7...4.....3.2...4...9..67..1.......2..6..85......3...1,2.6642024,2.3070887,2.6859535,2.9198402
98.76.5..7.4....6..3...4...2..8..3...49.2.........7..2.1...5..8...1...35....7.1..,2.2772697,2.2801506,2.8858106,2.8109033
.....1..2....3..4...56..7...5.7..8..6....5..38....4....76.1.....9.....2.5..9..6..,2.1751296,2.2871714,2.6395299,3.0701751
..5..9...6..8.....78..5.9..4......2...87..6......12....3.........69..7.......4.13,2.5427711,2.528554,3.1108581,2.6183795
98.7..6..75.....9...6......4...3.2....58...7......14...3...8.....95...8.....2...1,2.540081,2.2106466,2.4559462,2.9295641
........1.....2.3....45.6....4..3..2.31....7.8..9.......7..4.1.4...6.9..5..8.....,2.5862907,2.2401959,2.8709709,3.0296883
........1.....2..3..4.13.5....6...7...7.41..5.8....14...3.785..2..9.....8........,2.2877644,2.1355288,2.7415595,2.5125034
........1.....234...1.3.52...4..5..2.1.6.....7.....68...5..4..3.9.7.....8...9....,2.4990455,2.1700123,2.9445999,3.1191044
98.7..6..7..5...8...4.8..974...5..39..3..2.........1...4..7..18...1.........45..6,2.2233079,2.1627912,2.7346199,2.7601702
........1.....2.....3.4..52...6.......5..72...4..5..37.38...1...749.3...5...8..73,2.2092746,2.1206944,2.536609,2.6673745
98.7..6....5.6..4......3...7.......9.3...8.....2.1..6...4...1.2...1...5.....5.4.6,2.4288037,2.2716209,2.5557305,2.9636621
........1.....2.3....45.6......4.7....1..3.8.57..9......89....2.9..6....74....9..,2.4170649,2.2665705,3.1509216,3.3919722
98.7..6..75..4..8...3..8..78....9..6.3.26..........1...9...7..5...4...6.....1.2..,2.1570531,2.0975703,2.8243985,2.9093705
........1..2..3.4..1..567.....7..8....3..9.6.8.....9.5..439.....6...2...23.....9.,2.5091295,2.2892536,2.9539224,2.9188269
.......12.....3..4..5.2.6.......4..7.5..8.9..8.6.....1.6.2...7..923.....5...6.2..,2.2687079,2.1869896,2.650135,2.7695439
........1..1..2.3..4..5.6.........7..6..8.4..75.3....2.....49...9.5.8...4.6.9....,2.5052682,2.3142764,3.0229878,2.7218155
..5..9...6..7.....78..5.9...4...3.2...65..7.......1..3..89..5......2...4.......1.,2.7863914,2.5413494,3.2256497,3.2872024
98.7.....7...9.6....6..5...4....3.9...89..5.......4..2.1.........76..8......2..31,2.3273329,2.1519908,2.8322244,2.7193638
........1.....2.3...4.5.6.....7...2...83......5..6.8...45....1..69..4..78...9.46.,2.3595825,2.227023,2.5094208,2.7425387
98.7..6..5.7.6..8..4.......4...5..6...53..7.......2.51..95..8......3..96.....1..2,2.386043,2.2491488,2.925068,2.910041
98.7..6..75.....8...6......4.......3..59...6.....2.5...1...349...78...5......12.8,2.2724203,2.114029,2.8080218,2.4737083
........1..2..3.4..4..5.6.....2.7.83.7..9.4..8..1.......5.7..6..6...9...4.7...9..,2.3246104,2.0548373,2.5979442,2.7737117
........1....23.4....5.46....1...5...2..7..8.4.......9..56.....2....8.7.38..4....,2.7900256,2.4060816,3.2734621,3.2717329
........1.....2.3...4.5.6.....1...67..5..3....6..8.9...49....7..86.....25...4.8..,2.1480325,2.2785932,3.1018339,2.5792673
98.76....54....3....2..5.8.4....9.2....6..9.3....1....2...7..35.5...8.9....5....1,2.1412757,2.0870822,2.3858245,2.4133543
98.7.....6...9.5....4..3...7......3..5.6..7....2.....4...58.9......4..12.....1...,2.8098646,2.5065319,3.0381665,2.8658099
98.7..6..5...6..4...6..3..86.7..28...9........1.....2...4..6.8....5..3.7....1.4..,2.2906181,2.1226007,2.2943539,2.5655701
98.7..6..5...4......3..9.2.2....7..1.5.9.........2.83..4..7..9...5..1..7...6..3..,2.3152484,2.178551,2.7401558,3.2174038
........1.....2..3..4.5..6...73......4..67.5.6....8..2.75...1...968.....4...7..9.,2.3834456,2.3022231,2.5590871,3.0138435
98.76....75.........4..97..5....84...9.3...2.........1.7...48.....2...6.....1...3,2.5571701,2.4917927,2.919324,3.425328
98.7..6..75..4......3..8.7.3....5.9...52....6.....4..1.3...9.8...94....2....1....,2.2369456,2.1096079,2.9420544,2.8605024
98.76....75....9....6.......4.83..2...5...8.......1..4..75..6......4..3......2..1,2.6492434,2.1975773,2.8667833,3.3256894
98.7..6..75..6......6......5......4...8.9.7.......3..21.9.5.8...4...1.3....2....1,2.6157177,2.1946307,3.1750592,3.0208519
98.7..6..5...9..8...4.....329...78....8.2..3...586.....5.6....2.4...1.......7.3..,2.2056075,2.2038994,2.8653198,2.8597736
98.7..6..5...9..7...7..4..93.........2..8.5....84...9...56...8.....1...2.....316.,2.6114135,2.2312162,2.341111,3.461563
9..8..7...8..6..5...4..3...8..3...6..7..5.8....2.....46...3.1...1.7...9......1..2,2.4624024,2.5220951,2.8170963,3.118075
9..8..7...8..9..6...5..4...7....53...2.3....9....4..1.2..4..8...3...1..2..6....5.,2.5940759,2.2408992,2.7499038,3.2355107
98.76.5..7.4.9.6.......8...4...5.7...93..7........6.2.1......56.496..1......1....,2.3047717,2.1489071,2.4188895,2.165719
98.7..6..75.....9...6.......4..3..62..86...5.......1...3...2.....58...7.....1...4,2.3235683,2.2807896,3.2532324,3.1306722
98.7.....7.6...5....4.3....2....37.....4...8.....9...1.5...62.....1...4.....8...9,2.4729969,2.2060022,2.9061705,3.5666984
9876.....5.....8....4......6..5...7..9..4...3.....21....98...5...6.1.4.......3..2,2.2940344,2.261944,2.9473667,2.6667047
98.7..6..75.....8...6......4...3.....2...1..4..76...9..7...21....58...7.........3,2.3493069,2.2176707,2.8449244,3.864193
98.7..6..75..6......6......43.........8.9.54....4...83.2.....15..7.5.8.....2.17..,2.2570525,2.1252186,2.6381436,2.6674113
98.7..6..5...4......3.8..7.4....3....2.9..1....9.5.....9.....6...1.978.....8....2,2.370984,2.051992,3.0060693,2.5864624
98.7..6....7.6......5..9.7.5...9..4..3.6..8.......2..14...8..5...39..4.......1..2,2.5645325,2.4514221,3.338084,3.6707178
98.7..6..5...4......7..8.3.4...5.....2.3..8.......1.6..9.28..1...1..79..........6,2.4436099,2.289497,3.0885658,2.4719278
98.7..6....5.9..7......4..94....3..2.6....1....8.7..9.1...2...8.2.6...5...3..7...,2.6721476,2.2318768,3.5801869,3.1215658
98.7..6..5...9..7...7..4...4.58...6..3............3..52..4.6..1..89...4.....1.2..,2.3768489,2.1965385,3.1202001,2.6664192
98.7..6..5...9..4...3..8...4...2..1..6......7......3..1..9.2.....5..4.9.....8.1..,2.4360754,2.2335257,2.7455883,3.0583747
98.7..6..75..6......6..8...4....7.3..7......2..5.9.8...1...2..4..718.5.....3.....,2.3032791,2.1988926,2.9779604,3.0106156
98.7.......6.5.7.......6.9.6...4.3...2......4..85...7.1.....2....93...6......1..3,2.3494146,2.2480914,2.5471168,2.9258507
98.7..6..75..4......3..9.7.5....7.3....9..2......6.7.13..1....2.9...3.8....49....,2.22612,2.1015484,2.4019304,2.7664857
98.7..6..75.....8...6......4...3.5....54...7.......4.2.1...43....79...5.....2...1,2.248204,2.0897152,2.6939448,2.6617696
98.7.....7...8.6....5..4.7.5....8.4...36..9......2...1.5...6.8...98..4......1...2,2.7053564,2.5470178,2.6957739,3.3161513
98.7..6..7.5.......46.8....8....3.2...96..5......1...7..85..4......4...3.....2.1.,2.5378352,2.3968613,3.0020252,3.1712161
98.7..6..75..6..9...6......4..3...2..1...4.....5.7.8....9.5.7.....9...13...2.7...,2.4311809,2.1631344,2.9040923,2.7142275
98.76....76....9....5.......4.8...3...8.9.4.....4....2.1...2.4...7.8.5.....3....1,2.3610332,2.2326415,2.4341108,3.1723183
98.7..6..75..6......6..9...5....4.3..4.2....7..8.7.4...1......4..5.8.9.....3.1.2.,2.5015877,2.2852634,2.9279783,2.7660826
98.7..6..75..6..8...6......4..3....6..7.8.9.4.....4.7.2..1....3.1...2.....9.5.2..,2.5733971,2.1551074,2.9256639,2.8536038
98.76.5..74...3.....2.9..7.2...7.89..9.4.......8.....6.2..4..8....6....1.....53..,2.1778199,2.3416317,2.6393292,2.4167082
98.7.....6...8.7....7..5....7..4..3..4...2..1..65..4....86..9......1..4......3..2,2.6196696,2.2634926,2.6208372,3.018389
1...2.3....41....5.3...6.1..5..7.2..7..8....3..8....9.9..2..8....6..4....2..5...9,2.3785429,2.3271383,2.3533862,2.8710993
98.7..6..5...9..7...7..4...8.59...6..3..8.9.......2..3.5..1.2....84...5.........1,2.4109712,2.2967387,2.4089205,3.0137778
98.7..6..7.5.4..8...4..8..78....3.....64...9.....2.1..6....4..9..95...3.....1.2..,2.2832499,2.1825417,3.2500146,2.7753632
98.7..6..7......8...6.5....4..........89...5.....843...2....1.3..93...7...7.1...2,2.2593264,2.1638443,2.6675401,2.8604429
98.7..6..7......5...4.8...94...9...7.9....3....21.6.9.1..3..5...4..2...1.........,2.1689478,2.0584881,2.8692846,2.2642451
98.7..6..5...4......4..3...2...1..6..1.4....9..5...18..7.9...1...2...9.6....3...7,2.3508163,2.1229427,2.8276372,2.3671083
98.7..6..7...5..9...46.9...8.7.3.2...2.....36...2.....5....1....7.8..3.........41,2.2364382,2.071023,2.5429443,2.8685285
98.7..6..5...8..43..2..59..2....85...9.........14....6.2...18......3...7.......6.,2.2237983,2.2954975,2.5544646,2.2789037
98.7.....7...6.8....6..5...4......3...89..7......2...4.1.....2...95..6.......3..1,2.3526001,2.3218478,2.989388,3.170867
98.7..6....5.96.......4..9.6...3.8...2...5..1..74.....5....43...1......2..83...7.,2.5094368,2.3224136,3.0704933,2.819525
98.7..6..5...6......6..8.4.4......53.2...1.....9.4.8..1..2.......7.8.5.......3..9,2.4400211,2.1490844,2.821074,2.661353
9..8..7...8..6..5...4..3...8..6...9...3...2......1...47....56...2.9...8.....2...1,2.2440787,2.0969849,2.6681938,2.8705285
98.7..6..7...9..5...5..4...8....3..2.3.........78...6.1...2...6..94...8......61..,2.4326525,2.145482,2.5438237,2.3111266
98.7..6..75..6......6..8...4..3.......5.8.9.........42.1.8...3...915.7.......2..1,2.2639238,2.1971038,2.6789694,2.9219359
98.7..6..5...4......3..8.2.4.......2.7...9.....91...8..9...3.7...68....1....5.2..,2.4490978,2.3557172,2.94814,3.4160374
98.7..6..5..8..4....6.5..8.3...9..2..6....1...2...7....9.23..6...3...2.1.....4..8,2.250443,2.2112391,2.3873412,2.5185189
98.7..6..7...9......5..6...4..3...2..7...1..4..8...5....7.5.9.....2....1.....4.3.,2.5243456,2.2522235,2.9598562,2.9560483
98.7..6..5...94.....3......2...8..9..9...78.....9...36.1..7.4....51..........6..2,2.4383265,2.1626863,2.8101086,2.8112206
98.7..6..5..........4.8..5..7..9..3...53..8.......2..1.4..3..6...96..7.......1..2,2.389827,2.1943787,3.2366728,3.0711662
98.7..6..5..9..7......4..5.7..3..2...51...........8...6...3...2...2...67.....93..,2.260923,2.176851,2.6590112,2.5756168
98.76.5....7..59....6....7.4....32...3.2.........8..532......49.1...9.25......1..,2.0981964,2.1542445,2.584398,2.2670435
98.76.5....5...........4.9.3.7.....2.1.6.......8.9.1...2..7...3..68..7......1..4.,2.4079546,2.2602827,2.7943979,3.0639644
98.76.5..5....8.....7.5....4...3..2...8..97..........3.1......4..5..68.....2...15,2.3643171,2.1253924,3.0957641,2.7754649
98.7..6....56...4.....5...93..2......7..6..3...6.4.9...1.4....2..8.7.4.......1.7.,2.2426933,2.1541826,2.5874767,3.0156672
98.7..6....5.9..8....4.....5...3..9..9...47....8.7...23....2....5..1..3...1.....6,2.2731782,2.1750575,2.6963816,2.4189216
5.6.2.7...1.3.....7...5.8.....1...2.....7.6.8.....2.4.8...9...6.3...42....5......,2.5688762,2.2625027,2.8828748,3.0235648
1.......2..34...5..6....7......3..4....8.6.....954.....2....1..7.......6..5.9..8.,2.620071,2.3862468,3.2368117,3.0789663
